PP,1074,191,1738,9038,1020.6
YM,14346,7129,97907,188267,54500.40000000006
FM,3804,904,5944,39110,4834.499999999999
GT,2244,495,2945,14011,3206.2999999999997
RQ,5823,1239,8902,43534,5894.199999999998
CI,4975,1252,12443,41485,6896.399999999992
GH,21416,4040,32173,180693,19973.30000000005
GL,533,83,601,3739,495.7
AO,2297,297,2446,16848,1750.700000000001
HR,2478,590,3926,14672,3059.3000000000006
VQ,667,172,1546,5129,859.9999999999999
TD,4845,1104,6939,30596,6108.799999999997
SU,12134,3529,31267,100061,21579.400000000034
SV,77,10,101,651,47.3
LT,1705,258,2667,17110,1732.6000000000008
GV,10758,1855,19194,139050,10813.299999999952
GZ,3014,1061,9623,22921,8077.499999999989
ET,6704,1464,12467,54992,8243.49999999999
MJ,342,54,313,2213,249.10000000000005
TS,5957,1832,23756,67991,11835.099999999997
CY,6600,1200,8479,54493,6370.0999999999885
DR,2341,556,5001,19976,2971.8
TX,1725,209,1311,10435,1371.7000000000003
LA,1305,217,1439,8187,1266.1000000000004
MU,3279,382,3464,29969,1928.0000000000007
BB,1417,233,1517,10234,1056.1
MC,453,79,488,3035,402.4
PE,6481,1389,13276,58550,8059.699999999992
EK,387,121,749,2614,621.3
CE,13960,3283,33343,136428,17483.00000000004
KG,3128,541,3239,18915,2773.0999999999995
ER,1171,285,1884,8595,1627.3000000000004
BT,1185,164,1577,8877,785.3
NU,1468,295,2079,9603,2005.4000000000008
BY,1084,267,1891,6659,1400.8000000000009
RB,3840,877,9993,29791,5117.100000000001
RI,3339,638,5605,25798,3301.7000000000025
IV,1259,272,2880,10964,1453.1999999999998
MP,675,83,1297,6040,480.0999999999999
AM,13869,2273,13909,105561,13829.299999999994
BU,7731,1412,18830,127675,7147.399999999992
BL,2170,436,3986,19334,2215.1000000000013
MI,2967,698,4246,18999,3616.0
SI,1247,325,3159,10221,1448.6000000000004
CJ,789,168,1041,4869,864.1999999999999
TZ,6243,844,6035,42990,4197.4
BC,2379,519,3815,18906,2588.6000000000004
CT,2641,1110,18483,36652,7898.299999999995
TP,45,6,36,221,30.599999999999998
MO,6646,1705,15419,61387,9205.19999999999
RO,6039,1061,9123,47897,5052.699999999998
CG,1776,535,4153,13195,3458.4
MD,1285,169,991,6780,842.2999999999998
CS,1620,299,2846,12448,1479.100000000001
AC,366,44,483,2758,248.60000000000002
CV,122,17,61,779,89.5
EC,1747,307,2198,12237,1845.8
LO,1649,371,1902,9897,2031.9000000000008
SG,2835,565,6603,31003,3634.100000000002
FI,5636,1001,10279,52588,4527.799999999997
MR,654,144,958,4520,792.1999999999999
SE,570,53,321,3757,280.3
PU,196,24,173,1237,90.0
BK,1247,491,4503,9965,2940.8000000000015
BP,346,63,342,2193,419.7
YI,72,31,147,285,154.0
