US,1275293,343401,3204383,12066182,1995232.999999478
SY,50354,18495,232948,556559,128530.09999999776
AO,3407,466,3734,22119,2913.5
CH,125466,36971,483057,1374890,193909.8999999986
IS,84282,23961,188714,737586,143493.799999997
AF,42936,13448,138671,447199,98361.89999999868
NZ,19632,3780,29063,154749,20518.4
SO,13268,5074,48849,116542,35442.00000000011
SF,40592,12179,93025,311803,74461.90000000002
UK,136671,37161,303439,1146325,206079.09999999483
AS,74809,17192,141771,651775,90871.79999999896
HK,4506,1013,8000,35428,5359.199999999998
CB,7307,2288,20406,59253,13218.9
CA,80753,18153,169656,742993,98814.6999999987
EI,32015,8513,63493,237207,47089.80000000035
NI,108508,36525,418504,1089338,234678.00000000015
ID,16014,3648,30467,124966,19447.20000000002
GT,2479,855,5778,17438,4480.499999999999
AE,12941,2071,16770,103881,10601.899999999987
EG,36686,14392,187061,417989,84433.19999999974
FR,51986,13086,117731,464541,78283.09999999938
GQ,2639,483,4119,23160,2535.4000000000005
JM,6233,1509,10715,50837,8911.599999999995
IN,123609,35768,325941,1140380,193033.7999999978
IR,46888,11755,120558,455504,61947.00000000035
IT,23302,5124,45932,206233,28177.300000000138
JA,34154,6528,60268,308841,35241.70000000023
RQ,4193,1053,7922,30630,5145.699999999994
GR,12953,2990,25028,117333,15375.999999999962
MX,21664,6094,58788,189936,36844.500000000204
MT,5276,1110,7399,38921,4923.099999999998
NL,10590,2447,47166,135258,14189.899999999981
RS,117627,37222,422713,1261784,223182.99999999904
MU,4100,537,5486,33355,2613.7000000000003
PK,82037,28416,254832,711820,182252.09999999823
PO,4831,785,6469,36043,4017.6000000000035
SA,23530,5090,49314,242724,28108.000000000135
TU,44196,14663,188888,482109,86022.49999999959
LA,1485,274,2158,18728,2080.7999999999997
VI,84,16,88,449,84.1
ZA,8974,2007,13089,55843,9486.999999999982
LE,19821,5711,47237,149542,34904.500000000226
KE,26036,8334,77771,218189,48343.40000000031
KU,5294,817,8011,59209,4400.699999999999
AR,5647,976,7512,42706,5192.399999999997
SN,10308,1731,16432,96572,8275.29999999997
MD,3355,626,4989,22471,3740.0000000000036
BG,13978,4632,40668,116021,28332.200000000073
BX,5617,1813,24405,61978,7669.099999999988
JO,16281,2833,24502,156532,16929.00000000002
SI,930,148,1548,9294,663.4
TS,4493,1314,13274,34024,8038.099999999992
RI,3916,701,5666,33361,3620.8999999999996
AJ,11857,2295,16471,83744,12353.499999999993
UZ,2240,450,2902,15040,2874.4000000000005
UG,9648,2336,19385,76022,12606.399999999983
SZ,15654,3095,31649,157597,15790.999999999976
SP,17145,4195,38760,148344,24278.70000000007
GM,41045,8224,66195,353755,46455.60000000036
RP,51049,14872,97061,327763,84899.49999999888
CF,2356,680,8128,22745,4260.199999999999
TZ,3903,650,3894,22600,3621.9000000000024
ZI,11495,3313,23584,85755,17155.49999999999
CE,14767,3725,32862,118123,19674.80000000001
CU,9039,1858,13840,79532,9395.399999999985
BE,13196,3056,37002,136475,18445.200000000023
RW,4075,868,6449,31183,5145.399999999998
TW,9413,2404,18975,72866,13444.899999999987
DA,4255,879,7610,34838,4578.9
ML,7044,2375,34229,97196,17734.90000000002
LY,21007,8608,139947,313756,56136.30000000026
ET,12192,2793,23344,99526,17050.600000000002
SU,22474,7825,85140,214991,43180.40000000009
FI,3623,621,4555,27886,2964.8999999999987
FJ,4191,668,5463,31492,3339.4
OS,2437,640,9765,25443,4366.699999999996
CQ,10109,2811,22205,86721,13385.699999999988
NO,6978,1205,10849,60588,6086.999999999998
WA,3500,816,4914,21696,4379.699999999999
MO,4040,858,7990,29919,4703.599999999997
GH,14405,2806,20729,109493,14140.899999999987
PL,8827,1619,14320,74341,9503.099999999979
EZ,4896,971,7763,33380,5372.599999999997
KS,19184,5088,78837,247738,28253.800000000156
MY,33454,7690,68317,340711,39389.30000000025
VT,1392,310,5199,16050,1674.9000000000005
HA,3609,801,6778,29810,4395.300000000002
HU,4188,1068,8651,31019,5365.299999999998
FM,2367,468,3012,23783,2490.6000000000013
IZ,24804,9569,118739,258449,70273.59999999973
WE,8667,2005,11457,66438,13332.700000000004
RM,304,63,429,2338,319.59999999999997
TH,33201,11997,269914,642109,64797.49999999991
GY,1821,452,2551,11219,2622.3
CM,4972,1903,21571,52675,13966.000000000016
BM,6286,1676,13367,46062,10580.399999999994
BA,5743,1467,14633,49302,8968.899999999989
LH,2915,500,3652,21710,2778.500000000001
EN,2453,363,2551,17683,2134.4000000000033
LG,2189,457,2753,13164,2356.9000000000005
KN,7331,2282,30319,81144,13237.799999999987
CT,3596,1586,19882,40247,11733.099999999991
SW,7730,1500,13758,63307,8108.899999999993
EC,2302,656,6150,19828,3232.3
QA,8432,1394,13827,79257,7065.999999999997
LO,1300,254,1394,7722,1281.3000000000002
AM,11366,1908,11617,91338,11399.999999999996
VM,29336,9613,85824,237317,55041.60000000007
CO,7626,2090,21347,77425,12058.999999999985
BR,7821,1464,11489,63463,7679.599999999994
RO,6533,1188,9253,47634,6187.399999999991
BF,5877,1275,7209,35792,6933.59999999999
CI,4291,943,7229,30811,5010.999999999998
UP,98984,37478,464970,1231194,247893.79999999914
BO,4033,614,3223,25169,3463.000000000001
AG,4529,1421,13352,36228,9998.499999999995
IC,1205,219,1642,8622,1096.8000000000004
KG,2848,451,2483,15758,2875.1000000000004
YM,15219,8511,118735,187747,67988.29999999992
KZ,5924,561,4568,46785,3169.8000000000006
BP,479,78,563,3022,362.7
OD,13448,4359,43823,122280,30879.1000000001
BU,6635,1173,10383,66692,5878.199999999992
WS,1289,243,1516,8245,1138.9999999999998
VE,7021,2674,26376,61929,14420.19999999999
MI,3595,938,11182,36306,4790.999999999997
PE,5476,1362,10870,41738,7692.899999999996
CD,3968,1047,9785,35380,6897.299999999987
MR,931,233,2451,6322,1468.9000000000003
SC,70,11,65,454,30.5
BD,1217,208,2278,9991,1365.1
MG,1193,91,540,8634,453.69999999999993
NP,8638,1805,13772,68961,9400.299999999996
NU,1059,188,967,7039,1078.5
GZ,1121,384,2539,6676,2678.5000000000014
JE,2431,566,4635,17845,2929.6000000000004
BB,1445,266,2156,12495,1427.8
CY,6279,943,8760,51882,4648.499999999998
CG,1451,439,2673,9123,2928.000000000001
BT,1378,225,2518,11912,1343.5
TO,234,31,240,1642,177.70000000000002
WZ,1676,477,3830,11525,2359.000000000001
GA,2070,270,1822,13082,1468.1000000000001
PS,227,46,262,1541,204.8
TD,4415,1163,6674,26822,7679.799999999989
HR,2233,409,3006,18353,1964.800000000002
SG,1431,199,2183,11337,1104.9
PM,2677,754,7251,23538,3769.0000000000027
AA,147,36,260,1260,139.6
TI,3306,649,3614,19311,4406.7
GV,1471,244,2280,12342,1143.0
UY,1617,343,3139,15668,1734.7000000000005
MV,1454,230,1589,10477,1120.0999999999997
PP,1428,366,3584,12311,2209.0
AU,7470,1209,9404,59686,6405.999999999996
BY,708,217,2601,6562,1282.6
BN,2167,295,2266,15801,1928.5000000000002
CJ,573,83,506,3151,413.8
BH,1981,496,2761,12293,2896.500000000001
KV,979,259,1783,7234,1620.5
NS,111,25,146,717,133.5
MZ,1568,453,3213,10975,2782.200000000001
MA,749,116,1072,6798,720.0999999999999
MN,720,176,1846,7884,931.8
IV,914,285,3178,9142,2108.3
LI,3225,720,4765,21721,3872.0999999999963
TN,359,76,475,2401,369.5
CS,1510,270,1565,9903,1303.2999999999997
ES,1422,562,4276,10148,3335.8000000000025
SL,2461,419,2685,15645,2187.8000000000015
TT,503,50,272,2541,257.1
LU,1852,366,1870,13486,1756.9000000000005
DR,1670,439,2749,11927,2185.100000000002
DJ,1630,428,3470,16182,3070.600000000001
DO,132,31,250,1608,184.2
GL,690,163,945,5281,1010.1999999999998
GG,3230,544,3103,16270,3134.8
ER,982,156,962,6686,849.4000000000001
MH,87,32,187,582,204.2
RB,2853,575,4039,20747,3164.2000000000016
BC,1135,231,1653,8194,1180.6999999999998
AC,421,29,221,4724,102.80000000000001
NG,2769,760,8363,34401,4375.3
KR,179,30,240,1225,187.3
NH,71,12,89,499,52.0
LS,108,11,60,660,61.0
VQ,381,108,927,3213,564.4
HO,1580,473,4425,13038,2948.600000000001
AY,456,63,453,3371,334.70000000000005
ST,145,37,281,1153,222.70000000000002
WI,237,47,223,1345,225.2
MK,1687,375,4044,12638,2187.6
MP,1090,89,533,10010,434.9
SV,61,12,52,562,63.0
BL,1488,353,2677,11252,1765.8000000000004
TX,1885,216,1421,12164,1481.4000000000003
MC,528,86,620,3369,434.79999999999995
LT,325,65,356,2336,344.9
AL,1859,574,9913,24963,3102.1
NR,340,120,1236,4242,649.2
BK,1521,399,4016,13419,2292.2000000000016
UV,530,64,402,4345,373.20000000000005
OC,198,25,119,1325,152.0
FP,44,15,102,322,105.0
PA,630,206,1697,5074,1592.0000000000002
GJ,330,55,298,1983,339.4
FO,26,6,20,115,60.0
GI,269,58,480,1710,271.4
PU,498,97,1367,4834,390.5
EK,293,42,466,2068,196.2
AN,46,4,28,255,15.0
GP,12,2,4,56,20.0
MJ,223,65,941,2926,348.5
RE,69,5,29,485,30.599999999999998
VC,88,27,192,773,171.3
SE,537,29,186,3738,103.00000000000003
FG,51,2,4,364,4.0
YI,64,27,167,383,141.6
IM,21,2,25,141,7.0
KT,78,11,65,621,47.4
CV,110,10,55,788,51.8
GB,208,14,119,1503,96.0
GK,160,21,94,856,97.0
CN,120,23,161,899,95.0
SM,48,9,52,312,58.0
TL,20,3,20,152,12.0
CW,159,20,90,1419,71.80000000000001
MB,22,2,5,124,10.0
TK,2,2,20,20,18.0
AV,112,21,106,724,153.4
SH,9,6,14,23,60.0
AQ,73,16,99,446,84.0
RN,3,0,0,18,0
NC,173,54,635,1720,364.5
NE,14,1,6,154,4.0
PF,382,247,1001,1806,1502.4
TV,45,7,24,243,50.8
PG,152,87,417,936,458.5
MF,11,5,24,57,35.0
PC,15,3,18,84,6.0
TP,12,5,34,57,29.799999999999997
IO,2,0,0,10,0
HQ,3,0,0,36,0
NT,11,0,0,24,0
LQ,4,4,10,10,8.0
NF,4,0,0,24,0
WQ,2,0,0,10,0
