US,1233769,330120,3098042,11715754,1915967.2999994736
DO,68,7,50,478,58.0
MH,18,4,32,117,18.0
HA,3088,453,3314,22982,2566.6000000000004
TW,9664,1722,14718,79058,8876.79999999999
MX,18037,5148,47349,160066,30957.0000000001
SF,33186,9370,57949,225603,55394.10000000015
AS,79909,18363,150199,686909,97701.09999999852
IN,112755,31551,278024,1002586,183007.19999999824
SZ,12164,2188,17793,100458,12243.199999999995
TU,39154,11914,99890,313891,71540.79999999973
NI,65395,20581,178421,487319,124869.99999999687
SW,8342,1690,14622,60523,9079.199999999988
CB,7930,1875,15952,64828,9791.399999999981
DA,4290,824,6570,31982,4469.899999999997
UK,132033,32513,259130,1075869,178817.19999999402
JO,12832,3126,29123,112096,18933.800000000097
RP,43259,13150,82679,261705,73820.79999999929
FJ,4023,632,4646,30554,3066.9000000000005
JA,31035,6472,61227,285796,33155.900000000256
BE,17329,3582,35761,203133,22381.40000000008
NP,7838,1704,14627,67279,9085.399999999992
PK,89579,36505,393646,858545,258003.8000000017
MY,28212,6787,56012,237211,36364.100000000195
PP,1555,449,4816,13548,2354.700000000001
CA,76047,17896,164677,691787,99874.69999999863
IT,21918,4535,36595,194667,24932.900000000118
SA,22078,5596,50521,177858,30498.300000000232
KS,18035,4498,59515,205749,25993.800000000145
SN,8532,1509,14215,74988,7152.399999999987
SO,13854,5037,46633,111579,35317.40000000001
SY,57486,22799,258656,574968,163605.29999999737
BR,5995,941,7166,47788,5067.999999999996
AF,54995,18361,186464,528423,128207.5999999978
IR,58472,14489,136794,525550,81581.99999999923
GM,37804,7842,60438,317818,46242.60000000023
AU,10176,1620,13468,88620,9037.499999999995
BG,12205,3271,28259,102785,19833.00000000006
BF,3973,810,5214,26059,4401.9000000000015
UP,71912,22789,262015,833139,155708.7999999976
KZ,4547,450,2877,31692,2206.9000000000005
ZI,12089,3835,31018,95413,19980.90000000004
EI,27195,6148,44188,197878,32616.40000000023
CH,96326,24052,258151,923313,124196.79999999671
CM,3315,1019,11607,32073,7496.499999999984
EG,42148,15589,208173,506207,89476.89999999946
TH,21308,6048,78135,245868,32230.000000000186
KN,10199,3567,51239,119733,21181.800000000087
HR,2118,458,3920,15267,2525.0000000000014
KE,25576,8760,84309,217147,53623.80000000013
FR,54044,12170,103036,484387,75055.2999999997
GA,1954,307,1946,12336,1639.4000000000008
ZA,8526,2012,12434,55199,9830.699999999966
VE,4689,1565,11742,34481,8221.699999999992
RS,93116,26192,287726,907458,159641.69999999614
MU,3656,491,3692,29123,2299.400000000001
PL,13123,2306,22039,162631,12721.899999999989
ID,15187,3084,23771,121125,16132.399999999981
IS,89930,34886,327852,780625,215974.29999999795
UG,8434,2041,16229,60447,10765.29999999999
AR,4738,999,10581,44775,5082.599999999997
IZ,149540,58590,780168,1899981,415743.1000000339
KU,7371,1227,12043,67325,6206.999999999994
AE,10783,1676,14795,88070,9063.699999999993
LY,17338,7451,93001,203163,47045.60000000013
GR,10747,2041,15105,79016,11273.19999999999
YM,9004,4216,54056,100793,32540.900000000056
CE,15735,5243,57024,141617,30068.300000000196
QA,13605,2413,22177,139701,11791.799999999985
MO,3699,851,6274,28398,4596.3
SU,20686,6857,67717,184654,37976.00000000009
LE,18941,5900,53348,154455,38221.50000000021
VM,16705,3900,28195,112408,20918.500000000036
ET,6132,1117,8129,41158,6413.899999999999
NZ,18789,3864,31759,151790,20849.30000000004
