GM,29245,6554,59283,264706,35761.90000000017
ID,14683,3640,35601,123074,20001.800000000043
IS,83422,25469,231369,772174,152889.2999999977
US,961741,253052,2425181,9337450,1452676.8999998178
AF,30955,10751,99791,271893,72910.69999999974
IN,99866,31122,275423,890790,168435.19999999847
NI,43045,13587,112045,310243,76868.2999999998
CU,7900,1300,12892,76336,6755.599999999994
UK,98221,26085,201883,786297,142553.39999999618
MU,2867,346,2564,20894,1835.1000000000004
MY,23347,6679,60978,217130,35855.10000000019
FR,40707,9968,96133,368999,56486.10000000009
IZ,42637,20419,267157,509825,160755.79999999824
SW,6249,1311,11179,47566,7696.599999999991
GH,10262,2245,16349,81816,11376.399999999987
SF,30016,9194,61841,198656,56318.80000000025
TU,31935,9016,79926,244274,46952.600000000224
OD,18824,7401,75638,182532,49813.80000000007
EI,21885,5473,38607,157449,29575.00000000015
JA,31488,6417,58306,280140,31746.400000000205
KS,12681,2909,27965,116699,14909.200000000043
WS,636,95,547,3754,436.69999999999993
CH,65824,15505,162249,649526,79592.69999999924
PK,58474,20221,173220,491708,131596.4999999979
KN,6327,1845,19528,63733,10087.29999999997
TW,6416,1016,7397,49097,5258.499999999992
AS,51786,12519,105729,450992,71989.39999999963
JO,10994,1935,13132,83805,11381.4
BM,5280,1503,13081,37834,9281.400000000001
BG,13852,6384,84141,162214,40595.80000000009
BA,5261,1437,16794,51593,8025.8
BR,7770,1469,12752,64096,8556.199999999983
CA,57245,13243,116839,510937,71496.29999999994
FI,2140,326,2118,14135,1594.9000000000005
SN,6756,1172,11421,62690,5866.799999999991
RS,48625,12639,98306,372097,70625.39999999992
RQ,3303,648,5250,27257,3178.6000000000004
SZ,22253,4032,33815,187239,21278.399999999965
MI,1903,539,4186,15340,2623.2
PE,3686,740,5109,27304,4085.5
KE,16555,5488,51797,139142,31865.00000000022
GJ,249,63,246,1249,338.0999999999999
HR,2173,620,4787,15948,3338.500000000002
BU,7189,1525,15407,74783,7572.599999999992
TZ,2655,440,2749,15085,2323.0000000000005
SP,13266,3108,26509,107648,16070.599999999968
IT,23137,6243,66676,227271,34436.400000000125
NO,5123,986,9132,39512,5449.899999999992
GA,1634,389,3943,12105,2089.7000000000007
NP,6176,1482,15247,60347,8235.199999999988
RP,29087,7621,51619,190135,45638.40000000008
RO,4767,1078,10858,38931,5111.0
SO,9346,3618,36819,86304,25335.100000000097
CE,10895,2386,22306,87458,12993.90000000001
ML,2051,497,4410,18205,3478.599999999998
NZ,12926,2640,22442,108927,14803.799999999976
VM,9474,1997,16979,66926,12618.399999999992
SG,2760,785,6020,19288,4227.700000000001
SU,20202,6321,68306,193409,40630.200000000106
ZA,5973,1649,9908,35989,8405.899999999976
SY,62672,22200,271758,643513,156414.69999999864
WE,6650,2373,16620,41954,15780.80000000002
QA,5096,815,7091,38101,3944.1000000000004
KU,4374,734,7655,43771,4151.499999999998
AE,10040,1908,16523,84692,9996.099999999988
DJ,518,145,881,3281,1139.8000000000002
MX,17621,5339,57210,174984,35088.10000000009
AM,7448,1602,8611,56217,10560.099999999993
PO,3277,498,3755,24771,2837.399999999999
CB,8135,3381,51188,92754,20479.399999999998
TS,4382,1482,14133,39728,9293.499999999989
SA,17918,4409,32838,132156,25183.800000000097
TD,3047,736,4534,17887,4571.000000000001
HA,4289,640,5954,40380,3325.2000000000003
JM,4610,1194,8288,35508,7656.299999999992
LE,21772,8885,74308,171624,61848.80000000014
TH,19066,6792,112107,263702,39784.20000000007
EG,37644,17186,264654,496133,108961.39999999867
IR,55611,13270,120442,519139,74438.00000000019
CM,2429,735,7840,22816,4708.699999999998
LY,11778,5345,59202,123155,39476.099999999984
ES,683,201,1320,4270,1307.5000000000002
NG,943,297,3146,8038,2099.0
EZ,6345,1678,12968,54825,10395.9
HU,3419,659,5001,25135,3516.2
RI,2194,517,3613,15654,2994.0
CQ,6683,1907,14130,48568,9032.899999999989
ET,8628,1722,13896,82153,10160.899999999998
BO,2957,551,3491,18919,3215.1
CD,2726,698,5374,22086,4445.800000000001
CY,3604,434,2808,25871,2314.300000000002
LG,1848,264,2572,14797,1327.9
UG,10373,3038,24537,80579,17918.100000000017
BE,6727,1154,9377,52344,6425.899999999993
CT,7378,2265,22503,72490,16243.899999999996
GL,511,61,340,5462,339.59999999999997
AG,3141,858,6797,24758,5543.499999999992
LH,1756,273,1965,10380,1440.1
BB,1210,213,1364,7913,1179.5
FJ,3564,471,3136,23921,2512.6000000000013
IV,960,292,3431,10236,1680.2000000000003
HK,3439,721,6002,30748,3817.0000000000014
MT,4075,842,5768,29614,3705.8000000000025
YM,7922,3408,37278,78719,26507.60000000005
HO,1539,497,3938,11016,3383.200000000001
ZI,7919,2273,15105,55489,11580.499999999987
PL,5448,1333,9871,44738,7604.999999999991
GQ,2090,415,3160,16879,2158.8
BC,872,218,1148,5604,1338.3000000000002
AO,1733,287,2067,11892,1667.2000000000003
GR,10227,2529,20623,79436,13609.799999999983
AL,1539,349,2491,10732,1944.4
AR,4254,876,6205,31963,4702.499999999998
AC,193,34,146,1046,196.0
AY,851,119,1331,8644,556.4
AU,3625,726,5091,29501,4066.4999999999995
AJ,6531,1311,7810,45513,8470.799999999997
UV,529,114,1047,4130,556.0
BF,3175,753,5379,21735,4130.500000000001
BH,1272,283,1823,7995,1740.6000000000001
GT,1358,434,3642,10355,2212.100000000001
BL,956,186,2110,8139,900.4
EC,1875,506,5035,16492,2722.2
BT,899,162,1009,6144,929.7999999999998
NL,7302,1551,10730,53761,8320.099999999991
CS,1451,267,2083,10972,1430.2
CI,4053,1058,9869,31058,6052.399999999999
BX,1060,249,1531,9523,1065.7999999999993
CG,1111,416,2770,6984,3199.8999999999983
CF,1704,621,6065,16777,4612.100000000001
CO,3748,1178,11030,29596,7322.199999999998
JE,3800,922,8456,33739,4364.299999999999
MO,2956,697,6024,23194,3834.5999999999935
GY,1137,311,1840,6872,1805.6000000000004
CJ,453,70,466,3468,341.3
BD,475,109,713,3408,474.4
RB,2113,623,4277,13689,3617.4000000000005
FM,1864,410,2464,18325,2167.4000000000005
WA,2525,671,7650,19949,3831.4000000000033
IC,1121,219,2263,10574,1213.6
KZ,2544,531,3440,16268,2646.8
MA,979,261,2463,9069,1313.4000000000005
PM,2555,479,5045,25496,2590.3000000000025
LO,964,226,1341,5523,1293.9000000000003
MP,342,75,716,3005,417.29999999999995
DO,156,24,195,1039,111.0
DA,4187,1258,10647,35849,8170.799999999994
DR,1857,370,2610,12891,1776.0000000000007
BN,1211,195,1348,9301,1053.6
VC,86,8,50,477,41.0
UP,18657,6614,86457,224915,39394.20000000019
GG,1690,279,1340,8094,1405.7000000000003
MV,1126,121,1038,9127,559.3999999999999
WZ,689,180,1237,4585,934.0999999999998
RW,5056,1935,20479,45591,12826.29999999999
TO,262,70,969,2338,345.0
VE,4925,1740,17748,47579,12312.899999999994
SL,1404,260,1632,9068,1443.5000000000007
PA,448,102,678,3134,548.2999999999998
OS,843,170,1454,5711,1090.7000000000003
LA,928,132,908,5541,681.5
MN,175,38,221,1055,175.0
MD,910,91,571,4839,402.9
SI,491,82,452,3297,409.8
MG,941,120,1107,7465,598.6
PP,1097,245,1859,6952,1152.9999999999995
MC,121,11,72,750,48.5
MK,1283,229,1367,8072,1138.1000000000004
UY,880,123,887,8031,629.8999999999999
VT,1377,210,2247,13435,891.5
UZ,1434,426,2240,9248,2239.4000000000005
BY,404,132,2274,4196,742.9
GZ,1698,703,4169,10934,5345.699999999992
LI,1652,353,3446,11880,1755.0000000000007
GV,747,152,1842,6339,723.7
MZ,1363,339,2048,9098,2151.1000000000004
NR,323,73,701,2889,308.9
KT,258,76,651,2221,496.4
TT,388,82,583,2506,427.49999999999994
MR,653,161,1266,4567,732.9
OC,158,43,783,1441,289.7999999999999
ER,851,241,2272,7731,1441.5000000000002
KG,2422,715,4115,13503,4796.899999999998
RE,68,26,221,532,113.2
TI,2051,540,2757,10231,3360.3000000000006
RM,207,30,237,1305,185.3
EN,1087,147,994,6401,734.6999999999998
LU,605,86,823,4690,426.2999999999999
GI,204,62,349,1134,361.40000000000003
MH,42,9,48,267,49.0
WI,196,63,323,982,406.5
NU,809,159,768,5202,826.0
KR,54,13,70,352,84.5
TX,1168,100,592,7268,528.2
ST,263,59,351,1564,391.4
VQ,317,85,602,2390,452.99999999999994
